2024-12-11 23:22:14,123 - INFO - Директория: /etc/, Размер: 4096 байт, Создано: 2024-12-11 22:40:13.546318, Последнее изменение: 2024-12-11 22:40:13.546318, Владелец: root
2024-12-11 23:22:14,123 - INFO - Файл: /etc/.pwd.lock, Размер: 0 байт, Создано: 2024-09-12 22:21:20.252578, Последнее изменение: 2024-09-06 19:38:37, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/adjtime, Размер: 12 байт, Создано: 2024-09-12 22:21:20.255579, Последнее изменение: 2024-04-06 16:02:51, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/aliases, Размер: 1529 байт, Создано: 2024-09-12 22:21:20.255579, Последнее изменение: 2023-04-01 23:15:37, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/almalinux-release, Размер: 42 байт, Создано: 2024-09-12 22:21:20.256579, Последнее изменение: 2024-05-22 17:49:44, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/almalinux-release-upstream, Размер: 52 байт, Создано: 2024-09-12 22:21:20.256579, Последнее изменение: 2024-05-22 17:49:44, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/bashrc, Размер: 2917 байт, Создано: 2024-09-12 22:21:20.258579, Последнее изменение: 2023-04-01 23:15:37, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/bindresvport.blacklist, Размер: 535 байт, Создано: 2024-09-12 22:21:20.258579, Последнее изменение: 2024-07-02 23:25:58, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/centos-release, Размер: 42 байт, Создано: 2024-09-12 22:21:20.256579, Последнее изменение: 2024-05-22 17:49:44, Владелец: root
2024-12-11 23:22:14,124 - INFO - Файл: /etc/csh.cshrc, Размер: 1629 байт, Создано: 2024-09-12 22:21:20.264538, Последнее изменение: 2023-04-01 23:15:37, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/csh.login, Размер: 1087 байт, Создано: 2024-09-12 22:21:20.264538, Последнее изменение: 2023-04-01 23:15:37, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/DIR_COLORS, Размер: 4536 байт, Создано: 2024-09-12 22:21:20.253578, Последнее изменение: 2023-04-01 11:43:19, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/DIR_COLORS.256color, Размер: 5214 байт, Создано: 2024-09-12 22:21:20.253578, Последнее изменение: 2023-04-01 11:43:19, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/DIR_COLORS.lightbgcolor, Размер: 4618 байт, Создано: 2024-09-12 22:21:20.253578, Последнее изменение: 2023-04-01 11:43:19, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/dracut.conf, Размер: 117 байт, Создано: 2024-09-12 22:21:20.272044, Последнее изменение: 2024-04-06 16:22:13, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/environment, Размер: 0 байт, Создано: 2024-09-12 22:21:20.273046, Последнее изменение: 2023-04-01 23:15:38, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/ethertypes, Размер: 1362 байт, Создано: 2024-09-12 22:21:20.273046, Последнее изменение: 2018-09-10 14:51:03, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/exports, Размер: 0 байт, Создано: 2024-09-12 22:21:20.273046, Последнее изменение: 2018-09-10 14:51:03, Владелец: root
2024-12-11 23:22:14,125 - INFO - Файл: /etc/filesystems, Размер: 66 байт, Создано: 2024-09-12 22:21:20.274165, Последнее изменение: 2018-09-10 14:51:03, Владелец: root
2024-12-11 23:22:14,126 - INFO - Файл: /etc/GREP_COLORS, Размер: 94 байт, Создано: 2024-09-12 22:21:20.254578, Последнее изменение: 2018-08-12 10:47:56, Владелец: root
2024-12-11 23:22:14,126 - INFO - Файл: /etc/group, Размер: 532 байт, Создано: 2024-09-13 00:05:58.844421, Последнее изменение: 2024-09-13 00:05:58.843421, Владелец: root
2024-12-11 23:22:14,126 - INFO - Файл: /etc/group-, Размер: 518 байт, Создано: 2024-09-13 00:05:58.843421, Последнее изменение: 2024-09-13 00:01:14, Владелец: root
